Company_Brand,Funding_Year,HeadQuarter,Sector,Amount($),Stage,Funding,Category
Earth Energy EV,2020,Mumbai,automobile,4710672.330723327,Seed Round,Others,Transportation
Green Cure,2020,Delhi,health & wellness,4710672.330723327,Unknown,Others,Health
Blue Sky Analytics,2020,Gurugram,data intelligence,17142.86,Seed Round,Others,Technology
Edhusk,2020,Jaipur,edtech,4710672.330723327,Unknown,Others,Technology
Decentro,2020,Bangalore,fintech,221428.57,Series A,Series_Stage,Technology
Zolostays,2020,Bangalore,co-living,800000.0,Series C,Series_Stage,Real estate
Frontier Markets,2020,Jaipur,ecommerce,32142.86,Pre Series A,Pre_Series Stage,Others
Brainwired,2020,Kerala,agritech,4710672.330723327,Unknown,Others,Technology
Aye Finance,2020,Gurugram,fintech,239328.57,Series E,Series_Stage,Technology
Paper Boat,2020,Gurugram,food & beverages,52857.14,Unknown,Others,Restaurant
Ken42,2020,Bangalore,edtech,21000.0,Unknown,Others,Technology
Forbidden Foods,2020,Delhi,food,14285.71,Seed Round,Others,Restaurant
Universal Sportsbiz,2020,Bangalore,fashion,7571.43,Unknown,Others,Beauty
Gobbly,2020,Gurugram,retail tech,7142.86,Seed Round,Others,Technology
Aerostrovilos,2020,Chennai,automotive,4710672.330723327,Unknown,Others,Transportation
Mitron,2020,Bangalore,media,3814.29,Seed Round,Others,Others
Bulk MRO,2020,Mumbai,b2b,47771.43,Unknown,Others,B2b
Inspektlabs,2020,Delhi,ai,8571.43,Pre Series A,Pre_Series Stage,Ai
Big Bang Boom Solutions,2020,Chennai,defense tech,14285.71,Series A,Series_Stage,Technology
Flinto,2020,Chennai,edtech,102857.14,Pre Series B,Others,Technology
Zetwerk,2020,Bangalore,marketplace,300000.0,Series C,Series_Stage,Others
ChitMonks,2020,Hyderabad,fintech,9285.71,Pre Series A,Pre_Series Stage,Technology
Walrus,2020,Bangalore,fintech,4710672.330723327,Pre Seed,Pre_Seed Stage,Technology
Arth Designbuild,2020,Hyderebad,construction tech,15714.29,Unknown,Others,Technology
goDutch,2020,Mumbai,fintech,24285.71,Seed Round,Others,Technology
Rusk Media,2020,Delhi,digital media,4710672.330723327,Seed Round,Others,Others
Bold Care,2020,Mumbai,health & wellness,4710672.330723327,Pre Seed Round,Others,Health
Samosa Party,2020,Bangalore,food,4710672.330723327,Unknown,Others,Restaurant
High Street Essentials,2020,New Delhi,ecommerce,39185.71,Pre Series C,Others,Others
Byju's,2020,Bangalore,edtech,4710672.330723327,Unknown,Others,Technology
Slice,2020,Bangalore,fintech,86885.71,Pre Series B,Others,Technology
Bombay Play,2020,Bangalore,gaming,21428.57,Pre Series A,Pre_Series Stage,Others
Fullife,2020,Mumbai,healthtech,94414.29,Unknown,Others,Technology
Oziva,2020,Unknown,nutrition,71428.57,Series A,Series_Stage,Restaurant
Aye Finance,2020,Gurugram,fintech,395714.29,Series E,Series_Stage,Technology
Aether Biomedical,2020,Delhi,medtech,4710672.330723327,Seed Investment,Seed Stage,Technology
91springboard,2020,Delhi,coworking,84857.14,Unknown,Others,Others
Yulu,2020,Unknown,micro-mobiity,56628.57,Unknown,Others,Others
Milkbasket,2020,Gurugram,logistics,78571.43,Unknown,Others,Transportation
MergerDomo,2020,Noida,marketplace,2814.29,Unknown,Others,Others
GoMechanic,2020,Delhi,auto-tech,4710672.330723327,Series B,Series_Stage,Technology
Milk Mantra,2020,Odisha,food,142857.14,Unknown,Others,Restaurant
Myglamm,2020,Mumbai,beauty,61814.29,Unknown,Others,Beauty
Drishti Technologies,2020,Bangalore,ai,357142.86,Series B,Series_Stage,Ai
Instasolv,2020,Noida,edtech,28571.43,Pre Series A,Pre_Series Stage,Technology
GoldenPi,2020,Bangalore,fintech,6557.14,Unknown,Others,Technology
Peppermint,2020,Unknown,robotics,4710672.330723327,Seed Round,Others,Others
Sarva,2020,Mumbai,yoga & wellness,4710672.330723327,Unknown,Others,Social
Jai Kisan,2020,Mumbai,fintech,56242.86,Pre Series A,Pre_Series Stage,Technology
Agro2o,2020,New Delhi,agritech,4710672.330723327,Unknown,Others,Technology
LetsTransport,2020,Bangalore,logitech,18764.29,Unknown,Others,Technology
GabbarDeals,2020,Pune,ecommerce,4710672.330723327,Unknown,Others,Others
Crimson Healthcare,2020,Delhi,med tech,3282.86,Unknown,Others,Technology
Biomoneta,2020,Bangalore,life sciences,4710672.330723327,Seed Round,Others,Others
Edvizo,2020,Bangalore,edtech,2142.86,Seed Round,Others,Technology
Servify,2020,Mumbai,saas,162428.57,Series C,Series_Stage,Saas
Drum Food,2020,Mumbai,food,75785.71,Unknown,Others,Restaurant
Innoviti,2020,Bangalore,saas,4710672.330723327,Series C,Series_Stage,Saas
Jiffy ai,2020,Unknown,ai,257142.86,Series A,Series_Stage,Ai
Postman,2020,Unknown,tech,2142857.14,Series C,Series_Stage,Technology
F5,2020,Unknown,retail aggregator,4710672.330723327,Unknown,Others,Ai
Waycool,2020,Chennai,agritech,78571.43,Series C,Series_Stage,Technology
Myelin Foundry,2020,Unknown,deep tech ai,4710672.330723327,Unknown,Others,Technology
Ameliorate Biotech,2020,Bangalore,biotech,3771.43,Angel Round,Later Stage,Technology
Hapramp,2020,Gurugram,blockchain,14285.71,Unknown,Others,Ai
MyKaam,2020,Bangalore,hrtech,4710672.330723327,Unknown,Others,Technology
HealthPlix,2020,Bangalore,healthtech,85714.29,Series B,Series_Stage,Technology
YoloBus,2020,Gurugram,mobility/transport,47142.86,Series A,Series_Stage,Transportation
iNurture Education,2020,Unknown,edtech,57142.86,Unknown,Others,Technology
Pocket52,2020,Bangalore,gaming,25000.0,Series A,Series_Stage,Others
QuaQua,2020,Hyderabad,travel,14285.71,Unknown,Others,Others
Crofarm,2020,Delhi,agritech,14285.71,Unknown,Others,Technology
Timios,2020,Bangalore,foodtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Wooden Street,2020,Jaipur,ecommerce,42857.14,Series A,Series_Stage,Others
BankBazaar,2020,Chennai,fintech,85242.86,Series D1,Series_Stage,Technology
Rentmojo,2020,Bangalore,rental,42571.43,Unknown,Others,Others
Credgencies,2020,Unknown,ai & debt,4710672.330723327,Seed Round,Others,Ai
Knorish,2020,Delhi,saas/edtech,4614.29,Pre Series A,Pre_Series Stage,Technology
LetsTransport,2020,Bangalore,logitech,18942.86,Unknown,Others,Technology
Vahak,2020,Unknown,transport,4710672.330723327,Seed Round,Others,Transportation
Nutrova,2020,Mumbai,nutrition,4710672.330723327,Pre Series A,Pre_Series Stage,Restaurant
Cube Wealth,2020,Mumbai,saas,7142.86,Mid Series,Others,Saas
IVF Access,2020,Bangalore,healthtech,71428.57,Series A,Series_Stage,Technology
Hoi Foods,2020,Delhi,foodtech,28571.43,Pre Series A,Pre_Series Stage,Technology
Ola Financial Services,2020,Bangalore,fintech,385714.29,Series A,Series_Stage,Technology
Awifs,2020,Delhi,co-working,74285.71,Unknown,Others,Others
Dunzo,2020,Bangalore,logistics,785714.29,Unknown,Others,Transportation
Swiflearn,2020,Gurugram,edtech,4710672.330723327,Seed Round,Others,Technology
Remedo,2020,Delhi,healthtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Blowhorn,2020,Bangalore,logistics,4710672.330723327,Unknown,Others,Transportation
Toch,2020,Mumbai,ai,14285.71,Pre Series A,Pre_Series Stage,Ai
Gram Cover,2020,Noida,insurtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Coin DCX,2020,Mumbai,cryptocurrency,35714.29,Unknown,Others,Finance
HomeCapital,2020,Mumbai,fintech,4710672.330723327,Unknown,Others,Technology
Euler Motors,2020,Delhi,automotive tech,36142.86,Series A,Series_Stage,Technology
Riskcovry,2020,Mumbai,insurtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
NWNT (No Worry No Tension Healthcare),2020,Delhi,healthtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Voicezen,2020,Gurugram,ai,4710672.330723327,Unknown,Others,Ai
Leap Club,2020,Gurugram,unknown,4857.14,Pre Seed Round,Others,Others
Credit Mantri,2020,Chennai,fintech,11314.29,Unknown,Others,Technology
Xtracap,2020,Gurugram,fintech,14285.71,Unknown,Others,Technology
Tring,2020,Mumbai,media,4710672.330723327,Unknown,Others,Others
Vakilsearch,2020,Chennai,legal,4710672.330723327,Unknown,Others,Others
Khatabook,2020,Bangalore,fintech,857142.86,Series B,Series_Stage,Technology
LendingKart,2020,Ahmedabad,fintech,162328.57,Series D,Series_Stage,Technology
Illumnus,2020,Unknown,edtech,1428.57,Seed Round,Others,Technology
LetsTransport,2020,Bangalore,logitech,24500.0,Unknown,Others,Technology
Eggoz,2020,Bihar,agritech,4700.0,Seed Round,Others,Technology
Winuall,2020,Bangalore,edtech,4710672.330723327,Unknown,Others,Technology
Indian School Finance Company,2020,Hyderabad,fintech,75300.0,Seed Round,Others,Technology
Juicy Chemistry,2020,Unknown,unknown,9285.71,Series A,Series_Stage,Others
DeepTek,2020,Pune,healthtech,4710672.330723327,Unknown,Others,Technology
Stepathlon Lifestyle,2020,Mumbai,fitness,4710672.330723327,Unknown,Others,Health
Sindhuja Microcredit,2020,Noida,fintech,124285.71,Unknown,Others,Technology
Rentmojo,2020,Bangalore,rental,46085.71,Unknown,Others,Others
Tesco Charge Zone,2020,Gujarat,ev,4710672.330723327,Unknown,Others,Others
Intello Labs,2020,Gurugram,"supply chain, agritech",84285.71,Series A,Series_Stage,Technology
SirionLabs,2020,Gurugram,saas,628571.43,Series C,Series_Stage,Saas
Magicpin,2020,Gurugram,unknown,55414.29,Unknown,Others,Others
GroCurv,2020,Gurugram,b2b,4710672.330723327,Seed Round,Others,B2b
Refrens,2020,Bangalore,saas,14285.71,Seed Round,Others,Saas
Shiprocket,2020,Unknown,logitech,185714.29,Series C,Series_Stage,Technology
Spyne,2020,Gurugram,ai,4710672.330723327,Pre Series A,Pre_Series Stage,Ai
Nykaa,2020,Mumbai,ecommerce,125714.29,Unknown,Others,Others
Docsapp,2020,Bangalore,healthtech,135714.29,Unknown,Others,Technology
Phable,2020,Unknown,healthtech,14285.71,Pre Series A,Pre_Series Stage,Technology
Generic Aadhaar,2020,Unknown,pharma,4710672.330723327,Unknown,Others,Others
Nium,2020,Unknown,fintech,4710672.330723327,Unknown,Others,Technology
Mintoak,2020,Mumbai,fintech,28571.43,Pre Series A,Pre_Series Stage,Technology
VestSpace,2020,Pune,spacetech,142857.14,Unknown,Others,Technology
Blackbuck,2020,Bangalore,logistics,4710672.330723327,Unknown,Others,Transportation
Vernacular ai,2020,Bangalore,ai,72857.14,Series A,Series_Stage,Ai
Clover,2020,Bangalore,agritech,13142.86,Unknown,Others,Technology
Varthana,2020,Bangalore,fintech,214285.71,Series D,Series_Stage,Technology
Codeninja,2020,Bangalore,saas,4710672.330723327,Seed Round,Others,Saas
MetaMerphoSys,2020,Pune,insurance technology,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Rooter,2020,Delhi,gaming,24285.71,Pre Series A,Pre_Series Stage,Others
Aker Foods,2020,Pune,foodtech & logistics,4710672.330723327,Unknown,Others,Technology
Sascan Meditech pvt ltd,2020,Kerala,healthtech,4710672.330723327,Unknown,Others,Technology
DailyHunt,2020,Unknown,media,508571.43,Unknown,Others,Others
Pratilipi,2020,Bangalore,media,134285.71,Series C,Series_Stage,Others
Biryani By Kilo,2020,Delhi,food,11285.71,Series B,Series_Stage,Restaurant
Consure Medical,2020,Delhi,healthtech,6857.14,Unknown,Others,Technology
Servify,2020,Mumbai,unknown,3571.43,Unknown,Others,Others
Tessol,2020,Mumbai,logistics,2285.71,Series A,Series_Stage,Transportation
Remedo,2020,Noida,healthtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
News Reach,2020,Ahmedabad,media,4710672.330723327,Unknown,Others,Others
RoomSoom,2020,Noida,housing,4710672.330723327,Unknown,Others,Others
Pedagogy,2020,Unknown,edtech,5714.29,Unknown,Others,Technology
Classplus,2020,Delhi,edtech,117142.86,Series B,Series_Stage,Technology
Medlife,2020,Bangalore,pharmaceutical,221428.57,Unknown,Others,Others
Qin1,2020,Noida,edtech,4710672.330723327,Unknown,Others,Technology
MYSUN,2020,Delhi,tech,60814.29,Pre Series A,Pre_Series Stage,Technology
ShopX,2020,Bangalore,ecommerce,20142.86,Unknown,Others,Others
Sarva,2020,Unknown,yoga & wellness,4710672.330723327,Unknown,Others,Social
Expertrons,2020,Mumbai,ai,4710672.330723327,Seed Round,Others,Ai
NewsBytes,2020,Gurugram,digital media,21428.57,Series A,Series_Stage,Others
Wagonfly,2020,Bangalore,unknown,7142.86,Unknown,Others,Others
NIRA,2020,Unknown,fintech,30000.0,Pre Series A,Pre_Series Stage,Technology
Convosight,2020,Hyderabad,data analytics,57142.86,Pre Series A,Pre_Series Stage,Technology
Fittr,2020,Pune,fitness,28571.43,Unknown,Others,Health
AsknBid,2020,Bangalore,investment tech,4710672.330723327,Unknown,Others,Technology
Bira91,2020,Bangalore,beverage,285714.29,Series C,Series_Stage,Restaurant
Finaureus Technologies,2020,Pune,fintech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Daily Ninja,2020,Haryana,ecommerce,4997.14,Unknown,Others,Others
Guvi Geek Network Pvt Ltd,2020,Chennai,edtech,11228.57,Pre Series A,Pre_Series Stage,Technology
LoadShare,2020,Bangalore,logistics,28628.57,Series B,Series_Stage,Transportation
Vedantu,2020,Bangalore,edtech,97142.86,Series C,Series_Stage,Technology
Indusface,2020,Unknown,it,71428.57,Unknown,Others,Others
DMI Group,2020,Delhi,financial services,1757142.86,Unknown,Others,Finance
Spintly,2020,Goa,iot,3542.86,Pre Series A,Pre_Series Stage,Others
Credr,2020,Mumbai,automobile,4710672.330723327,Unknown,Others,Transportation
Bijak,2020,Gurugram,agritech,171428.57,Series A,Series_Stage,Technology
Bugworks,2020,Bangalore,biopharma,107142.86,Unknown,Others,Others
DrinkPrime,2020,Bangalore,unknown,4710672.330723327,Seed Round,Others,Others
Yap,2020,Chennai,fintech,64285.71,Series A,Series_Stage,Technology
UzhavarBumi,2020,Tamil Nadu,dairy,4710672.330723327,Unknown,Others,Farming
Tattva,2020,Delhi,beauty & wellness,2142.86,Unknown,Others,Social
Pariksha,2020,Pune,edtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
DailyHunt,2020,Unknown,media,342857.14,Unknown,Others,Others
NoBroker,2020,Bangalore,real estate,428571.43,Unknown,Others,Real estate
Box8,2020,Mumbai,foodtech,57142.86,Unknown,Others,Technology
Capital Float,2020,Bangalore,fintech,214285.71,Unknown,Others,Technology
ITILITE,2020,Bangalore,travel & saas,185714.29,Series B,Series_Stage,Saas
Morning Context,2020,Unknown,digital media,4710672.330723327,Seed Round,Others,Others
Aavenir,2020,Ahmedabad,saas,28571.43,Seed Round,Others,Saas
Savvy Co op,2020,Unknown,healthcare,4710672.330723327,Unknown,Others,Transportation
BLive,2020,Unknown,tourism & ev,4710672.330723327,Pre Series A,Pre_Series Stage,Others
Yellow Messenger,2020,Bangalore,ai,285714.29,Series B,Series_Stage,Ai
Toch,2020,Unknown,media tech,5714.29,Unknown,Others,Technology
Ewar,2020,Bangalore,gaming,2857.14,Unknown,Others,Others
Setu,2020,Unknown,fintech,203700.0,Series A,Series_Stage,Technology
Wellthy Therapeutics,2020,Bangalore,healthtech,57142.86,Pre Series A,Pre_Series Stage,Technology
Power Gummies,2020,Delhi,health,4710672.330723327,Unknown,Others,Health
Locale ai,2020,Bangalore,location analytics,4710672.330723327,Unknown,Others,Others
FarEye,2020,Delhi,logistics,350000.0,Series D,Series_Stage,Transportation
Rebel Foods,2020,Unknown,food tech,714285.71,Unknown,Others,Technology
BankBazaar,2020,Chennai,fintech,54285.71,Series D,Series_Stage,Technology
Porter,2020,Mumbai,logistics,262428.57,Series D,Series_Stage,Transportation
SugarBox,2020,Mumbai,tech,978928.57,Unknown,Others,Technology
Capital Float,2020,Bangalore,fintech,68571.43,Series F,Series_Stage,Technology
Big Basket,2020,Bangalore,e store,857142.86,Unknown,Others,Others
Amica,2020,Unknown,fintech,28571.43,Unknown,Others,Technology
Vedantu,2020,Bangalore,edtech,178571.43,Series C,Series_Stage,Technology
Fingerlix,2020,Unknown,food,26200.0,Unknown,Others,Restaurant
Plop,2020,Mumbai,tech,4710672.330723327,Angel Round,Later Stage,Technology
Zupee,2020,Unknown,gaming,114285.71,Series A,Series_Stage,Others
DeHaat,2020,Unknown,agritech,171428.57,Series A,Series_Stage,Technology
Lido Learning,2020,Mumbai,edtech,107142.86,Series B,Series_Stage,Technology
Aye Finance,2020,Gurugram,fintech,340714.29,Unknown,Others,Technology
Swiggy,2020,Bangalore,foodtech,614285.71,Series A,Series_Stage,Technology
Akna Medical,2020,Unknown,healthtech,100000.0,Unknown,Others,Technology
Zomato,2020,Gurugram,foodtech,71428.57,Unknown,Others,Technology
RaRa Delivery,2020,Unknown,logistics,11428.57,Seed Round,Others,Transportation
JusPay,2020,Bangalore,fintech,308571.43,Series B,Series_Stage,Technology
Obviously AI,2020,Unknown,data science,4710672.330723327,Unknown,Others,Technology
Fingpay,2020,Mumbai,fintech,50000.0,Series A,Series_Stage,Technology
Recko,2020,Bangalore,saas,85714.29,Series A,Series_Stage,Saas
Furlenco,2020,Bangalore,ecommerce,142857.14,Unknown,Others,Others
Mera Cashier,2020,Noida,fintech,2142.86,Unknown,Others,Technology
Kitchens Centre,2020,Delhi,unknown,7142.86,Seed Round,Others,Others
Camp K12,2020,Gurugram,edtech,57142.86,Seed Round,Others,Technology
MedGenome,2020,Bangalore,healthtech,785714.29,Series D,Series_Stage,Technology
Ergos,2020,Bangalore,agritech,65685.71,Unknown,Others,Technology
Nykaa,2020,Mumbai,ecommerce,187671.43,Unknown,Others,Others
Samadhan,2020,Delhi,insurance,4710672.330723327,Seed Round,Others,Others
SaScan,2020,Bangalore,healthcare,4710672.330723327,Unknown,Others,Transportation
Lido Learning,2020,Mumbai,edtech,42857.14,Unknown,Others,Technology
CureFit,2020,Bangalore,health and fitness,1642857.14,Series D,Series_Stage,Health
Nimesa,2020,Bangalore,saas,4710672.330723327,Unknown,Others,Saas
Design X,2020,Noida,iot,2857.14,Seed Round,Others,Others
Driftly Electric,2020,Bangalore,automobile,4710672.330723327,Unknown,Others,Transportation
Imstrong,2020,Bangalore,fitness,5714.29,Seed Round,Others,Health
Craftsvilla,2020,Mumbai,marketplace,55714.29,Unknown,Others,Others
Rupifi,2020,Bangalore,fintech,4710672.330723327,Pre Seed Round,Others,Technology
SnackAmor,2020,Mumbai,food,4710672.330723327,Seed Round,Others,Restaurant
Zealthy,2020,Bangalore,healthtech,4710672.330723327,Seed Round,Others,Technology
CoinDCX,2020,Unknown,fintech,42857.14,Series A,Series_Stage,Technology
NuNu TV,2020,Unknown,media,9571.43,Unknown,Others,Others
QTalk,2020,Bangalore,technology,22857.14,Seed Round,Others,Technology
Shadez,2020,Mumbai,interior & decor,1428.57,Seed Round,Others,Real estate
Excess2Sell,2020,Mumbai,ecommerce,14285.71,Unknown,Others,Others
Stanplus,2020,Hyderabad,healthtech,21428.57,Pre Series A,Pre_Series Stage,Technology
Pitstop,2020,Bangalore,automobile,35714.29,Series A,Series_Stage,Transportation
Univariety,2020,Hyderabad,edtech,15714.29,Unknown,Others,Technology
Peel Works,2020,Mumbai,saas,4710672.330723327,"Series C, D",Others,Saas
CoreStack,2020,Chennai,technology,121428.57,Series A,Series_Stage,Technology
Vivriti Capital,2020,Chennai,fintech,714285.71,Series B,Series_Stage,Technology
Agnikul,2020,Chennai,spacetech,44971.43,Pre Series A,Pre_Series Stage,Technology
Fintso,2020,Unknown,fintech,37142.86,Unknown,Others,Technology
Khatabook,2020,Bangalore,fintech,4710672.330723327,Unknown,Others,Technology
Smart Coin,2020,Unknown,fintech,100000.0,Series A,Series_Stage,Technology
ZunRoof,2020,Gurugram,cleantech,42857.14,Series A,Series_Stage,Technology
Shop101,2020,Unknown,social e-commerce,55714.29,Series C,Series_Stage,Social
OM Bhakti,2020,Bangalore,fmcg,4710672.330723327,Seed Round,Others,Others
Lal10,2020,Uttar Pradesh,b2b,15714.29,Unknown,Others,B2b
Anaxee Digital Runner,2020,Indore,tech,4710672.330723327,Unknown,Others,Technology
CollegeKhabri,2020,Bhopal,edtech,4710672.330723327,Unknown,Others,Technology
Ola Electric,2020,Bangalore,emobility,14285.71,Unknown,Others,Others
Multi Living,2020,Mumbai,real estate,85714.29,Unknown,Others,Real estate
FamPay,2020,Bangalore,fintech,67142.86,Seed Round,Others,Technology
UnboxRobotics Labs,2020,Bangalore,automation tech,7142.86,Seed Round,Others,Technology
Karbon Card,2020,Bangalore,fintech,28571.43,Seed Round,Others,Technology
Airmeet,2020,Bangalore,media & networking,42857.14,Unknown,Others,Networking
Innerchef,2020,Gurgaon,foodtech,14285.71,Unknown,Others,Technology
Epigamia,2020,Mumbai,fmcg,4710672.330723327,Series C,Series_Stage,Others
StyleNook,2020,Mumbai,ecommerce,4710672.330723327,Unknown,Others,Others
Callido Learning,2020,Mumbai,edtech,4710672.330723327,Unknown,Others,Technology
Soxytoes,2020,Delhi,ecommerce,4710672.330723327,Unknown,Others,Others
F5,2020,Delhi,e-market,4710672.330723327,Seed Round,Others,Others
Paper Boat,2020,Bangalore,food & beverages,57850.0,Unknown,Others,Restaurant
Strata,2020,Bangalore,proptech,21428.57,Seed Round,Others,Technology
Salesken,2020,Bangalore,ai & data science,114285.71,Series A,Series_Stage,Technology
Arya,2020,Noida,agritech,85714.29,Series B,Series_Stage,Technology
Leap Finance,2020,Bangalore,fintech,78571.43,Unknown,Others,Technology
Sleepy Owl,2020,Delhi,beverages,4710672.330723327,Unknown,Others,Restaurant
Tricog,2020,Bangalore,healthtech,150000.0,Series B,Series_Stage,Technology
GogoBus,2020,Delhi,travel tech,4710672.330723327,Unknown,Others,Technology
Trell,2020,Bangalore,social e-commerce,57142.86,Pre Series A,Pre_Series Stage,Social
Spaciya Consultants,2020,Noida,real estate,7142.86,Pre Series A,Pre_Series Stage,Real estate
Bounce,2020,Bangalore,automotive and rentals,92857.14,Unknown,Others,Transportation
Neeman,2020,Unknown,ecommerce,14285.71,Pre Series A,Pre_Series Stage,Others
Chqbook,2020,Gurugram,fintech,71428.57,Series A,Series_Stage,Technology
SMEcorner,2020,Mumbai,fintech,428571.43,Series B,Series_Stage,Technology
Oda Class,2020,Bangalore,edtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Spinny,2020,Haryana,e-tail,624285.71,Series B,Series_Stage,Ai
goStops,2020,Delhi,accomodation,4710672.330723327,Unknown,Others,Others
Umeed Housing,2020,Haryana,fintech,328571.43,Series D,Series_Stage,Technology
Vogo,2020,Bangalore,automotive,285714.29,Series C,Series_Stage,Transportation
Flick Stree,2020,Mumbai,ai & media,42857.14,Series A,Series_Stage,Ai
Qure ai,2020,Mumbai,healthtech,228571.43,Unknown,Others,Technology
MinionLabs,2020,Bangalore,machine learning,4710672.330723327,Unknown,Others,Others
Josh Talks,2020,Haryana,media,21428.57,Pre Series A,Pre_Series Stage,Others
PhoneParLoan,2020,Delhi,fintech,4710672.330723327,Unknown,Others,Technology
RailYatri,2020,Noida,travel,197142.86,Unknown,Others,Others
AjnaLens,2020,Thane,deeptech,21428.57,Pre Series A,Pre_Series Stage,Technology
Pepper,2020,Mumbai,content marktplace,4384.29,Seed Funding,Others,Others
Rupeek,2020,Bangalore,fintech,428571.43,Unknown,Others,Technology
iMerit,2020,Kolkata,it,285714.29,Series B,Series_Stage,Others
BharatPe,2020,Delhi,fintech,1071428.57,Series C,Series_Stage,Technology
Invideo,2020,Unknown,visual media,35714.29,Unknown,Others,Others
AvalonMeta,2020,Unknown,edtech,6000.0,Unknown,Others,Technology
Near Store,2020,Mumbai,ecommerce,4285.71,Seed Round,Others,Others
ElecTorq,2020,Delhi,automobile,4710672.330723327,Unknown,Others,Transportation
Prayaan Capital,2020,Chennai,fintech,17142.86,Seed Round,Others,Technology
Sanfe,2020,Delhi,hygiene,15714.29,Pre Series A,Pre_Series Stage,Others
Go Desi,2020,Delhi,foodtech,8961.43,Seed Round,Others,Technology
Swiggy,2020,Bangalore,foodtech,1614285.71,Series A,Series_Stage,Technology
Whatfix,2020,Banglore,saas,457142.86,Series C,Series_Stage,Saas
Unacademy,2020,Bangalore,edtech,1571428.57,Series E,Series_Stage,Technology
Zvesta,2020,Gurugram,proptech,78571.43,Unknown,Others,Technology
Dunzo,2020,Bangalore,logistics,157142.86,Unknown,Others,Transportation
Digit Insurance,2020,Bangalore,insurtech,4857.14,Unknown,Others,Technology
Yolo,2020,Gurugram,transport,8571.43,Seed Funding,Others,Transportation
SmartVizX,2020,Unknown,vr & saas,19957.14,Pre Series A,Pre_Series Stage,Saas
MaxWholesale,2020,Delhi,ecommerce,42857.14,Series A,Series_Stage,Others
Carbon Clean,2020,Unknown,cleantech,228571.43,Unknown,Others,Technology
Onsitego,2020,Unknown,sales & services,271428.57,Series B,Series_Stage,Marketing
Genius Corner,2020,Noida,edtech,3571.43,Unknown,Others,Technology
PlanetSpark,2020,Gurugram,edtech,6407.14,Unknown,Others,Technology
CamCom,2020,Bangalore,ai & deep learning,4710672.330723327,Unknown,Others,Ai
Simsim,2020,Bangalore,social commerce,114285.71,Series B,Series_Stage,Social
Shuttl,2020,Delhi,transport,113938.57,Series C,Series_Stage,Transportation
HooLiv,2020,Delhi,housing & rentals,4710672.330723327,Unknown,Others,Others
ClassMonitor,2020,Indore,edtech,4710672.330723327,Unknown,Others,Technology
Friyey,2020,Pune,co-working,4710672.330723327,Unknown,Others,Others
Oga,2020,Bangalore,fitness,4714.29,Unknown,Others,Health
Big Basket,2020,Bangalore,estore,50000.0,Unknown,Others,Others
CYFIRMA,2020,Bangalore,saas,4710672.330723327,Series A,Series_Stage,Saas
Innoviti,2020,Bangalore,unknown,71428.57,Unknown,Others,Others
Paytm money,2020,Bangalore,fintech,80000.0,Unknown,Others,Technology
Vedantu,2020,Bangalore,edtech,342857.14,Series C,Series_Stage,Technology
Yap,2020,Chennai,fintech,20028.57,Unknown,Others,Technology
Clover,2020,Bangalore,agritech,78571.43,Series A,Series_Stage,Technology
Nova Credit,2020,Unknown,fintech,714285.71,Series B,Series_Stage,Technology
CodingNinjas,2020,Delhi,edtech,74285.71,Series A,Series_Stage,Technology
Furlenco,2020,Bangalore,ecommerce,31428.57,Series C,Series_Stage,Others
Brick&Bolt,2020,Bangalore,unknown,21428.57,Pre Series A,Pre_Series Stage,Others
HempStreet,2020,Unknown,healthtech,14285.71,Pre Series A,Pre_Series Stage,Technology
MoEngage,2020,Bangalore,marketing,357142.86,Series C,Series_Stage,Marketing
Classplus,2020,Unknown,edtech,35714.29,Pre Series A,Pre_Series Stage,Technology
Chaayos,2020,Unknown,beverages,307142.86,Unknown,Others,Restaurant
PetPooja,2020,Ahmedabad,saas,28571.43,Unknown,Others,Saas
Altor,2020,Unknown,tech,4710672.330723327,Unknown,Others,Technology
Pepperfry,2020,Mumbai,e-market,571428.57,Series F,Series_Stage,Others
FirstCry,2020,Pune,e-market,4228571.43,Series E,Series_Stage,Others
Byju,2020,Unknown,edtech,2857142.86,Unknown,Others,Technology
Waycool,2020,Chennai,agritech,457142.86,Series C,Series_Stage,Technology
WorkIndia,2020,Unknown,hr tech,85714.29,Unknown,Others,Technology
Qyuki,2020,Mumbai,media,50000.0,Unknown,Others,Others
Leap India,2020,Coimbatore,agritech,428571.43,Series B,Series_Stage,Technology
Picxy,2020,Hyderabad,media,3571.43,Unknown,Others,Others
Krimanshi,2020,Jodhpur,agritech,285.71,Unknown,Others,Technology
NEETprep,2020,Delhi,edtech,4710672.330723327,Unknown,Others,Technology
Dot Pvt. Ltd,2020,Gurugram,fintech,114285.71,Seed Round,Others,Technology
